nflId,snaps_played,Position,Name,height,weight,xSTRAIN
52762,23,RB,Tony Jones,5-11,225,-0.022574457606
52783,40,G,Yasir Durant,6-7,330,-0.46087849801
52792,107,DT,Tershawn Wharton,6-4,255,0.015804718136
52797,20,OLB,Joe Bachie,6-2,235,-0.205961248763
52805,26,DE,Joe Gaziano,6-4,275,0.070459106034
52829,6,NT,Breiden Fehoko,6-2,295,-0.118498801176
52830,12,DT,Eric Banks,6-4,270,0.009858266154
52835,51,DT,Michael Hoecht,6-4,310,0.067768635786
52846,42,DE,Jonah Williams,6-5,275,0.1668692424725
52852,16,FS,Myles Hartsfield,5-11,211,-0.55224054315
52858,13,FB,Giovanni Ricci,6-3,240,0.0502937282
52863,57,ILB,Krys Barnes,6-1,235,-0.009361341626
52886,18,OLB,Blake Lynch,6-3,225,0.33496038625
52887,5,DT,David Moa,6-3,296,4.94082539999936e-05
52894,29,C,Trystan Colon,6-4,315,-0.21315166783
52895,11,QB,Tyler Huntley,6-1,205,0.0130094171076
52922,47,RB,Salvon Ahmed,5-11,196,-0.118592552295
52932,22,OLB,Ladarius Hamilton,6-3,260,0.016567164683
52939,54,SS,Sam Franklin,6-3,210,0.5825428048
52945,18,CB,Jace Whittaker,5-11,185,0.26354970272
52971,37,OLB,Jamir Jones,6-3,255,-0.33379815173
52979,26,OLB,Chauncey Rivers,6-3,275,-0.13356443344
52991,57,CB,Myles Bryant,5-8,180,0.2987237769
53039,13,DE,Azur Kamara,6-4,235,-0.11306560405
53051,104,CB,Javelin Guidry,5-10,190,0.35203379559
53053,140,DE,Bryce Huff,6-3,255,-0.17679697165
53059,1,MLB,Kristian Welch,6-3,239,-0.19834808744
53073,92,DT,Teair Tart,6-3,290,-0.3923331778
53079,15,FB,Reggie Gilliam,6-1,255,0.051739899307
53091,3,RB,Artavis Pierce,5-11,208,0.25572091167
53180,77,RB,Ty'Son Williams,6-0,220,-0.1676105841859
53315,1,OLB,Aaron Patrick,6-4,245,0.0397183483
53430,218,QB,Trevor Lawrence,6-6,220,0.1213788346
53431,193,QB,Zach Wilson,6-2,208,0.194767926466
53432,60,QB,Trey Lance,6-4,226,-0.04371581806
53433,213,TE,Kyle Pitts,6-6,250,-0.113419405063
53436,286,T,Penei Sewell,6-6,325,-0.274691432641
53437,84,CB,Jaycee Horn,6-1,200,-0.6381737547146
53438,190,CB,Patrick Surtain,6-2,203,0.27644299264
53440,156,QB,Justin Fields,6-3,223,0.1864228033
53441,186,OLB,Micah Parsons,6-3,245,0.000411430594
53442,238,T,Rashawn Slater,6-3,305,-0.245485157224
53444,244,QB,Mac Jones,6-3,214,0.228961312576
53445,79,ILB,Zaven Collins,6-4,260,-0.08449400996397
53447,161,OLB,Jaelan Phillips,6-5,266,0.005350247811
53448,126,MLB,Jamin Davis,6-4,234,-0.254641824223
53450,88,DE,Kwity Paye,6-3,265,-0.1591092076506
53452,54,T,Christian Darrisaw,6-5,314,-0.16798778173
53457,90,DE,Payton Turner,6-6,270,-0.26168907744
53459,96,DE,Gregory Rousseau,6-7,253,-0.07759420012782
53460,185,OLB,Odafe Oweh,6-5,252,-0.1117549789788
53461,134,OLB,Joe Tryon,6-5,262,-0.186450837642
53462,106,CB,Tyson Campbell,6-2,185,-0.41570842582
53464,114,RB,Javonte Williams,5-10,220,0.090598188761
53465,202,FS,Jevon Holland,6-1,196,-0.44449053722
53466,201,G,Landon Dickerson,6-6,325,-0.2302100017121
53467,160,DT,Christian Barmore,6-5,310,-0.134331050406
53469,45,SS,Richie Grant,6-0,194,-0.207539459018
53470,47,DE,Levi Onwuzurike,6-3,293,-0.082592410203
53471,240,T,Liam Eichenberg,6-6,308,-0.180144877708
53472,273,FS,Trevon Moehrig,6-2,202,0.31078935541
53475,142,G,Jackson Carman,6-5,345,-0.180429712027
53479,155,OLB,Azeez Ojulari,6-2,250,-0.0422399620666
53480,148,T,Samuel Cosmi,6-5,295,-0.203048944352
53481,117,OLB,Jeremiah Owusu-Koramoah,6-1,215,-0.323964280052
53487,138,ILB,Nick Bolton,6-0,232,-0.50446771063
53489,110,OLB,Pete Werner,6-3,242,-0.290356999096
53490,32,DE,Carlos Basham,6-4,273,0.0782245707206
53491,115,C,Josh Myers,6-5,312,-0.558163163376
53492,297,C,Creed Humphrey,6-5,316,-0.0035422313138
53496,173,QB,Davis Mills,6-4,225,0.327750243
53497,253,G,Jalen Mayfield,6-5,320,-0.150971198099
53499,81,T,Brady Christensen,6-6,297,-0.265899222937
53501,58,NT,Alim McNeill,6-2,315,0.00891144292
53502,68,DT,Milton Williams,6-4,278,0.05653967728
53504,148,DT,Osa Odighizuwa,6-2,280,0.0131560867558
53509,18,OLB,Divine Deablo,6-3,223,0.21269390758
53510,8,TE,Hunter Long,6-5,253,0.143537851166
53512,99,TE,Tommy Tremble,6-4,248,0.01363771126
53513,78,DE,Chauncey Golston,6-5,270,-0.15750776409
53522,100,T,Spencer Brown,6-9,321,-0.085540639675
53523,50,G,Ben Cleveland,6-7,344,-0.0589662097137
53529,152,CB,Elijah Molden,5-10,190,-0.39384664852
53530,15,CB,Ifeatu Melifonwu,6-3,213,-0.004037774897
53532,32,ILB,Ernest Jones,6-2,230,0.14788357652
53533,125,FS,Brandon Stephens,6-0,206,-0.094123822303
53534,4,ILB,Baron Browning,6-3,240,-0.24568695302
53535,3,DT,Jay Tufele,6-3,305,0.24597214177
53540,124,DE,Cameron Sample,6-3,280,-0.1711844167079
53542,47,ILB,Derrick Barnes,6-1,245,-0.01181364494
53543,3,C,Drew Dalman,6-3,300,0.24737326917
53547,24,OLB,Chris Rumph,6-4,235,-0.2486704297013
53553,23,TE,John Bates,6-6,256,-0.346619771617
53555,106,RB,Chuba Hubbard,6-1,207,-0.015460713785
53564,5,OLB,Rashad Weaver,6-5,270,0.11755546335
53565,182,CB,Marco Wilson,5-11,191,0.455081465697
53571,202,T,Royce Newman,6-5,305,-0.093510523532
53573,24,DE,Joshua Kaindoh,6-7,265,0.0474324278298
53574,41,TE,Luke Farrell,6-6,258,-0.230515997271
53575,54,ILB,Jamien Sherwood,6-1,220,-0.10855787744
53577,53,DE,Ta'Quon Graham,6-4,285,0.1568712040439
53579,101,RB,Kenneth Gainwell,5-11,191,0.08780176238
53581,56,FS,Caden Sterns,6-1,205,0.13325462854
53583,166,CB,Michael Carter,5-10,190,-0.014929080236
53585,32,DE,Isaiahh Loudermilk,6-7,293,0.34702469361
53587,31,DT,Daviyon Nixon,6-3,305,0.2043299523881
53590,1,T,Tommy Doyle,6-8,315,0.11960836616
53596,228,CB,Nate Hobbs,6-0,195,-0.020501565878
53600,4,OLB,Daelin Hayes,6-3,258,0.045673747148
53601,114,CB,Deommodore Lenoir,5-11,202,0.344908367809
53602,23,DT,Tedarrell Slaton,6-5,340,-0.18418524719
53605,5,ILB,K.J. Britt,6-0,228,-0.14404548064
53609,38,SS,Talanoa Hufanga,6-1,215,0.1400286433
53611,82,OLB,Adetokunbo Ogundeji,6-4,268,-0.132371897744
53612,31,RB,Avery Williams,5-9,195,-0.523386729478
53615,12,ILB,Hamsah Nasirildeen,6-4,215,-0.012905861438
53618,5,DT,Marlon Tuipulotu,6-3,305,0.14763275354
53619,23,C,Trey Hill,6-3,330,-0.026794179241
53620,24,DE,Tarron Jackson,6-2,260,0.025628290294
53621,44,DT,Quinton Bohanna,6-5,355,0.319430792069
53624,74,DT,Roy Lopez,6-2,318,0.2069235660711
53627,28,RB,Larry Rountree,5-10,210,0.35579292758
53631,24,RB,Chris Evans,5-11,216,0.0176649871
53636,3,DT,Jonathan Marshall,6-3,317,0.150455363888
53639,8,OLB,Victor Dimukeje,6-3,265,0.1003209094
53645,22,OLB,Quincy Roche,6-3,232,0.2259314764
53646,70,RB,Khalil Herbert,5-9,212,-0.170917000954
53655,297,G,Trey Smith,6-6,325,0.025016462606
53662,12,RB,Jake Funk,5-10,205,-0.060089640514
53663,14,ILB,Patrick Johnson,6-2,251,-0.049757901242
53668,59,OLB,Jonathon Cooper,6-4,257,-0.092348976442
53674,132,FS,Tre Norwood,6-0,180,-0.16833164662
53675,5,DE,Shaka Toney,6-3,252,-0.19024514805
53679,24,NT,Khyiris Tonga,6-4,340,0.127069155526
53681,2,LB,Chris Garrett,6-4,245,-0.154498271645
53688,5,ILB,Grant Stuard,6-1,225,0.3292765876
53740,11,DT,Josiah Bronson,6-3,300,0.0983164053
53876,27,DE,Raymond Johnson,6-3,270,-0.052759950596
53900,48,DT,Naquan Jones,6-4,340,0.23158919122
53910,13,OLB,Sam Kamara,6-2,275,-0.12594144967
53930,18,OLB,Andre Mintze,6-3,249,0.281789609385
53935,6,DE,Darius Hodge,6-2,245,0.2875257454
53946,26,TE,Jack Stoll,6-4,260,-0.063111015776
53957,153,CB,A.J. Parker,5-11,178,-0.40751792507
53960,3,RB,Jaret Patterson,5-9,195,0.0796381365428
53978,11,DT,Austin Faoliu,6-3,295,0.15513534898
53991,3,DT,Forrest Merrill,6-1,320,-0.16146289393
53999,2,DT,Jack Heflin,6-4,312,-0.03710264357
